200.232.255.0/24,BR,BR-SP,São Paulo, 
201.69.120.0/24,BR,BR-SP,São Paulo, 
189.46.154.0/24,BR,BR-SP,São Paulo, 
191.9.122.0/24,BR,BR-SP,São Paulo, 
177.115.218.0/24,BR,BR-SP,São Bernardo Do Campo, 
191.9.113.0/24,BR,BR-SP,São Paulo, 
179.160.71.0/24,BR,BR-SP,São Paulo, 
179.84.72.0/24,BR,BR-SP,São Paulo, 
187.101.62.0/24,BR,BR-SP,Vinhedo, 
191.202.234.0/24,BR,BR-SP,São José Do Rio Preto, 
177.115.194.0/24,BR,BR-SP,Santo André, 
189.78.141.0/24,BR,BR-SP,São Carlos, 
189.46.155.0/24,BR,BR-SP,Santo André, 
177.45.211.0/24,BR,BR-SP,Campinas, 
179.111.79.0/24,BR,BR-SP,São Paulo, 
187.101.151.0/24,BR,BR-SP,Guarulhos, 
177.26.117.0/24,BR,BR-SP,Mogi Das Cruzes, 
177.76.114.0/24,BR,BR-SP,Guarulhos, 
177.115.222.0/24,BR,BR-SP,Guarulhos, 
177.102.162.0/24,BR,BR-SP,São Paulo, 
177.26.115.0/24,BR,BR-SP,São Paulo, 
189.79.81.0/24,BR,BR-SP,São Paulo, 
201.43.136.0/24,BR,BR-SP,Santos, 
201.1.174.0/24,BR,BR-SP,São Paulo, 
189.0.93.0/24,BR,BR-SP,Sorocaba, 
191.9.118.0/24,BR,BR-SP,São Paulo, 
177.102.108.0/24,BR,BR-SP,São Paulo, 
191.9.117.0/24,BR,BR-SP,São Paulo, 
177.26.116.0/24,BR,BR-SP,São Paulo, 
201.68.238.0/24,BR,BR-SP,São Paulo, 
177.95.115.0/24,BR,BR-SP,São Paulo, 
191.9.127.0/24,BR,BR-SP,Suzano, 
177.115.198.0/24,BR,BR-SP,São Paulo, 
201.13.62.0/24,BR,BR-SP,Campinas, 
177.115.195.0/24,BR,BR-SP,São Paulo, 
191.9.116.0/24,BR,BR-SP,São Paulo, 
177.138.70.0/24,BR,BR-SP,Campinas, 
191.9.126.0/24,BR,BR-SP,São José Do Rio Preto, 
191.9.124.0/24,BR,BR-SP,São Paulo, 
191.9.125.0/24,BR,BR-SP,Campinas, 
189.79.179.0/24,BR,BR-SP,São Paulo, 
177.26.126.0/24,BR,BR-SP,São Paulo, 
